id,title,picture,title_en,title_ja,start_date,end_date,synopsis,mean_score,rank,popularity,nsfw,media_type,status,genres,num_episodes,source,average_episode_duration_seconds,rating,studios,num_list_users,num_scoring_users,watching,completed,on_hold,dropped,plan_to_watch
52996,Kkeutnal-ui Bam,https://cdn.myanimelist.net/images/anime/1263/127795.webp,The Doom's Night,끝날의 밤,2021-04-18,2021-04-18,The magical story of five boys against an unknown power.,5.93,10653,19392,False,ona,finished_airing,"Fantasy,Idols (Male),Music",1,mixed_media,655,pg_13,Studio Pivote,386,128,29,185,10,38,124
52997,Kokoro to Iu Na no Fukakai,https://cdn.myanimelist.net/images/anime/1835/127797.webp,,心という名の不可解,2022-01-17,2022-01-17,Music video for the song Kokoro to Iu Na no Fukakai by Ado.,6.66,,16845,False,music,finished_airing,Music,1,original,270,pg_13,,613,352,13,505,6,14,75
52999,Ensemble Stars!! Tsuioku Selection Element,https://cdn.myanimelist.net/images/anime/1328/133039.webp,Ensemble Stars!! Reminiscences Selection Element,あんさんぶるスターズ！！追憶セレクション 『エレメント』,2023-04-06,2023-04-11,"New Ensemble Stars!! web animated series based on the game story ""Element"".",7.6,1667,10476,False,ona,finished_airing,Idols (Male),6,game,758,pg_13,DandeLion Animation Studio,3456,821,211,1228,66,98,1853
53001,Hanabi (2022),https://cdn.myanimelist.net/images/anime/1172/127827.webp,Fireworks (2022),花火,2022-01-26,2022-01-26,Music video for the song Hanabi by Ado.,6.33,,16564,False,music,finished_airing,Music,1,original,216,pg_13,,653,346,22,500,8,16,107
53005,Nekozakana,https://cdn.myanimelist.net/images/anime/1013/127857.webp,,ねこざかな,2005-10-28,2005-10-28,,,19060,24880,False,ova,finished_airing,"Comedy,Kids",2,picture_book,720,g,,129,23,4,49,5,27,44
53006,Soratobu Nekozakana,https://cdn.myanimelist.net/images/anime/1036/127858.webp,,そらとぶねこざかな,2005-10-28,2005-10-28,,,15271,24904,False,ova,finished_airing,"Comedy,Kids",2,picture_book,720,g,,128,22,4,47,6,26,45
53007,Kagakushuu,https://cdn.myanimelist.net/images/anime/1713/127859.webp,,過学習,2022-03-06,2022-03-06,Music video for the song Kagakushuu by Ado.,6.35,,17691,False,music,finished_airing,Music,1,original,214,pg_13,,521,307,13,443,4,14,47
53008,Nengajou 2021: Mugen Shougatsu,https://cdn.myanimelist.net/images/anime/1330/127860.webp,,年賀状２０２１（無限正月）,2021-01-02,2021-01-02,A short animation by Arawi Keiichi to celebrate the New Year.,5.68,11896,13435,False,ona,finished_airing,"Music,Slice of Life",1,original,176,g,,1448,596,62,957,28,44,357
53009,Onomatopoeia Rap: Natsu Asobi-hen,https://cdn.myanimelist.net/images/anime/1472/127862.jpg,,オノマトペラップ~なつあそび編~,2022-09-11,2022-09-11,Music video for the song Onomatopoeia Rap ~Natsu Asobi-hen~ by Daoko.,6.68,,18929,False,music,finished_airing,Music,1,original,100,g,,423,244,9,359,5,13,37
53010,Ekaki Uta,https://cdn.myanimelist.net/images/anime/1896/127863.webp,,絵描きうた,2020-08-01,2020-08-01,A music video by Keiichi Arawi about drawing.,6.13,,18520,False,music,finished_airing,Music,1,original,158,g,,453,230,9,357,3,13,71
53011,Mamekichi Mameko NEET no Nichijou,https://cdn.myanimelist.net/images/anime/1553/132340.jpg,Mameko Mamekichi's NEET Everyday Life,まめきちまめこニートの日常,2022-10-03,2023-04-03,"Mameko is a  NEET (Not in Education, Employment, or Training). She lives with her dog Komachi and her cats Tabi, Simba, and Melo. Mameko promises God that she will do her best from tomorrow, but the next day she says, ""God is telling me to sleep..."" and loses to herself.  This is the story of Mameko's everyday life, which seems to be nothing and is somewhat strange.  (Source: Official Site)",,18417,14543,False,tv,finished_airing,Comedy,48,web_manga,100,pg_13,Tezuka Productions,1091,101,123,125,46,202,595
53012,Human Bug Daigaku,https://cdn.myanimelist.net/images/anime/1265/128725.webp,The Human Crazy University,ヒューマンバグ大学,2022-10-05,2022-12-21,"Satake Hirofumi is a prisoner on death row for murdering his fiancée. He's also an ""Undeadman"" who has survived many desperate situations. For this, he has earned the interest of a research institution called ""Human Crazy University,"" which studies real-life miraculous phenomena and the people who become entangled in them.  Now a subject of their research, Satake relates to them his memories of his immortal, yet unhappy, life. Why did he kill his fiancée? Soon enough, the truth sheds light on a much bigger conspiracy...  (Source: Crunchyroll)",6.68,6225,6910,False,tv,finished_airing,"Comedy,Educational,Mystery",12,web_manga,1420,pg_13,DLE,10509,3984,1509,4242,397,1747,2612
53013,Let You Down,https://cdn.myanimelist.net/images/anime/1300/128136.jpg,Let You Down,Let You Down,2022-09-12,2022-09-12,Music video for the song Let You Down by Dawid Podsiadło.  This song also serves as the ending theme for the anime Cyberpunk: Edgerunners.,7.82,,6594,False,music,finished_airing,"Action,Music,Sci-Fi",1,game,283,pg_13,Studio Massket,11757,7555,152,10847,36,72,650
53014,Kimi no Suki ni Deaou.,https://cdn.myanimelist.net/images/anime/1355/128171.webp,,キミの好きに出会おう。,2021-03-17,2021-09-30,"Commercials directed by Toshitaka Shinoda for the d-anime store. They feature the song ""Matasaburo"" by Yorushika.",5.93,,19007,False,cm,finished_airing,Romance,2,original,31,g,"Liberty Animation Studio,Ijigen Tokyo",417,179,16,281,9,26,85
53015,Bonus Track: Atarashii Yoru no Hanami,https://cdn.myanimelist.net/images/anime/1730/127907.jpg,,あたらしい夜の花見,2021-04-01,2021-04-01,"Five short animations screened at the in-person venue ""BONUS TRACK"" located in Shimokitazawa, Tokyo with the theme of cherry blossoms.",5.39,12956,20804,False,special,finished_airing,Avant Garde,5,original,74,g,,297,113,57,156,3,29,52
53017,Dark Mixer,https://cdn.myanimelist.net/images/anime/1827/127930.jpg,Dark Mixer,DARK MIXER,2014,2014,"Dark Mixer makes the rotoscoping function as ""Motion dépaysement"" that means to move a motion from a footage, combine, juxtapose, and transform into a new motion. The generated motion are not clear in meaning, but attempt to create new continuity.  (Source: Vimeo)",5.6,12249,22065,False,movie,finished_airing,Avant Garde,1,original,295,pg_13,,228,115,17,149,1,16,45
53019,Oshaberi Nachudons,https://cdn.myanimelist.net/images/anime/1719/127932.jpg,,おしゃべりなちゅどんズ,2007,2007,,,19311,26871,False,tv,finished_airing,Comedy,26,original,120,g,DLE,96,24,8,41,0,21,26
53020,Kikenshingou Goddess,https://cdn.myanimelist.net/images/anime/1355/127933.webp,,危険信号ゴッデス,2019-02-21,2022-06-18,,,17842,23361,False,ona,finished_airing,Comedy,101,original,120,pg_13,Angle,171,19,24,23,14,61,48
53021,Kkoma Bus Tayo Pilot,https://cdn.myanimelist.net/images/anime/1813/127934.jpg,,꼬마버스 타요 (파일럿판),2008-12-16,2009-01-13,Pilot episodes of Kkoma Bus Tayo.,,17892,22252,False,tv,finished_airing,"Kids,Racing",5,original,300,g,,219,45,50,74,6,43,46
53022,Geisya Wars,https://cdn.myanimelist.net/images/anime/1388/127935.jpg,,GEISYA WARS,2002-07-16,2002-07-16,"The young Padawan, Geisya Skywalker, has grown tied of training recently.",5.07,13667,21109,False,ona,finished_airing,"Action,Comedy,Parody,Sci-Fi",1,,160,g,Anon Pictures,281,117,12,174,2,22,71
53023,Kkoma Bus Tayo: Paris Baguette Gwang-go,https://cdn.myanimelist.net/images/anime/1551/127946.jpg,,꼬마버스 타요 파리바게뜨 광고,2012-03,2012-12,Advertisments for Paris Baguette cafe chain featuring characters from Kkoma Bus Tayo.,,,23414,True,cm,finished_airing,Kids,2,original,45,g,,169,72,7,104,3,29,26
53024,Kashura: Cardinal Funk,https://cdn.myanimelist.net/images/anime/1481/127936.jpg,,KASHURA – Cardinal Funk,1999-08-01,1999-08-01,,,17753,21566,False,ona,finished_airing,Music,1,original,282,g,Anon Pictures,255,97,8,152,3,24,68
53025,Kashura II,https://cdn.myanimelist.net/images/anime/1315/127938.webp,,KASHURA II,2001-12-21,2001-12-21,,,17752,21542,False,ona,finished_airing,"Action,Comedy,Music,Romance,Samurai",1,original,218,g,Anon Pictures,256,92,12,146,3,28,67
53026,Synduality: Noir,https://cdn.myanimelist.net/images/anime/1464/134806.webp,,SYNDUALITY Noir,2023-07-11,2023-09-26,"In 2242, the remnants of humanity are forced to live in scattered bubble-like cities across devastated lands. Hiding from toxic rain and hostile lifeforms known as Enders, they survive thanks to a new source of energy from AO crystals. Those tasked with risking their lives to collect AO crystals are called drifters, piloting versatile bipedal tanks with the support of combat androids named magus.  While exploring remote ruins with his exceptionally gifted drifter friend Tokio, prospective drifter Kanata uncovers Noir, a seemingly intact magus in stasis. Although she wakes up by herself, Noir has lost her memories and is of no help in Kanata's work. However, amid an Enders attack, Kanata discovers that Noir possesses remarkable combat abilities. The pair now embarks on a journey to not only shed light on Noir's past but also to uncover the location of Histoire—the mythical city harboring secrets of the world that Kanata has always dreamt of visiting.  [Written by MAL Rewrite]",6.83,5355,3277,False,tv,finished_airing,"Mecha,Sci-Fi",12,mixed_media,1445,pg_13,8bit,55584,14433,7003,17424,1843,3691,25556
53027,Yuwang Jungle,https://cdn.myanimelist.net/images/anime/1475/128010.jpg,Jungle of Desire,欲望Jungle,2015-09-05,2015-09-05,"An impotent husband, an unsatisfied wife and a megalomaniac policeman. A perfect ecosystem in the concrete jungle. The jungle where you can truly face your lust with no moral laws.  (Source: Vimeo)",5.51,,19830,True,movie,finished_airing,"Avant Garde,Erotica",1,original,410,r+,Wong Ping Animation Lab,357,129,18,213,5,58,63
53028,Ni Yao Relie de Qin Qin Die,https://cdn.myanimelist.net/images/anime/1710/127947.jpg,Who's the Daddy,你要热烈地亲亲爹,2017-02-09,2017-02-09,A Tinder tragedy. An unexpected child. A journey finding my root of shame.  (Source: Vimeo) ,5.36,,20250,True,movie,finished_airing,"Avant Garde,Erotica",1,original,555,r+,Wong Ping Animation Lab,329,111,18,190,5,57,59
53029,Gouzai Shi de Ai,https://cdn.myanimelist.net/images/anime/1453/127948.jpg,Doggy love,狗仔式的愛,2015-07-27,2015-07-27,Do you know the reason why love is shown in the shape of a red heart?  (Source: Vimeo),5.4,,20138,True,movie,finished_airing,"Avant Garde,Erotica",1,original,359,r+,Wong Ping Animation Lab,336,115,20,198,5,57,56
53030,Taiyang Liu Zhu Wo,https://cdn.myanimelist.net/images/anime/1395/127949.jpg,Stop Peeping,太陽留住我,2014-07-08,2014-07-08,A story about author and his neighbor in a hot summer.  (Source: Vimeo),,15499,22691,False,movie,finished_airing,Avant Garde,1,original,228,pg_13,Wong Ping Animation Lab,198,82,7,118,3,23,47
53031,Youyu Bi,https://cdn.myanimelist.net/images/anime/1299/127950.jpg,An Emo Nose,憂鬱鼻,2015-03-09,2015-03-09,"I have lost my interest in any kind of social activities after my nose leave me. Am I enjoying loneliness as I thought, or the ugliness of the people around me makes me feel being alone is actually not bad at all?  (Source: Vimeo)",,16957,22446,False,movie,finished_airing,Avant Garde,1,original,263,r,Wong Ping Animation Lab,209,88,21,117,2,23,46
53032,Yongzhe Donghua Xilie,https://cdn.myanimelist.net/images/anime/1129/128131.jpg,Brave Animated Series,勇者動畫系列,2021-07-04,2021-07-18,"In a world full of discrimination and hatred, stereotype is no longer what it really is. The braves believe that only when the evil is defeated, will the world comes with peace. Yet the braves realize that they are not standing on the side of justice.  (Source: TMDB)",,16913,21781,False,ona,finished_airing,"Comedy,Fantasy",6,web_manga,1560,pg_13,Bigcat Studio,244,65,17,86,9,45,86
53033,Mecha-ude (TV),https://cdn.myanimelist.net/images/anime/1079/145918.webp,Mecha-Ude: Mechanical Arms,メカウデ,2024-10-04,2024-12-20,"Hikaru Amatsuga's days of tranquility come to a sudden end when he rescues Alma, a mechanical arm crying for help. Alma fuses with his jacket, introducing Hikaru to the world of mechanical arms: mysterious, sentient weapons that normally become a part of their users' bodies. Forced to flee for his life, Hikaru is eventually captured by Aki Murasame, a twin mechanical arms user working for ARMS, an organization that protects the machines against unethical treatment.  The Kagami Group, a nefarious organization that treats mechanical arms as mere tools, seeks to recover Alma. Hikaru is deemed a failure by ARMS for his lack of natural predisposition to be an mechanical arm wielder, so Aki is assigned to be his bodyguard. But Aki is defeated by Jun Kagami, who cruelly tears out her two mechanical limbs, condemning the girl to a slow death. Unwilling to abandon Aki to her grim fate, Hikaru miraculously awakens his power and neutralizes Kagami. Now a full member of ARMS, Hikaru is determined to unravel the truth about mechanical arms and protect his newfound friends and allies.  [Written by MAL Rewrite]",6.79,5551,3212,False,tv,finished_airing,"Action,Sci-Fi",12,original,1420,pg_13,TriF Studio,57437,18576,8324,19849,1892,5194,22149
53035,Onegai! Momojiri Zoku,https://cdn.myanimelist.net/images/anime/1216/127966.jpg,,おねがい！ももじりぞく,2014,2014,,,19271,25627,False,tv,finished_airing,"Comedy,Supernatural",12,original,210,pg_13,DLE,115,24,7,42,2,22,42
53036,Steamo,https://cdn.myanimelist.net/images/anime/1416/127967.webp,,STEAMO,2022-02-25,2022-02-25,An educational children's series about STEAM education.,,15384,24370,False,ona,finished_airing,"Educational,Kids",8,original,330,g,,141,21,9,45,3,36,48
53037,Waochi! Short Anime,https://cdn.myanimelist.net/images/anime/1809/127968.jpg,,ワオっち！ショートアニメ,2018-12-09,2019-09-04,A children's educational series following anthropomorphic UFOs.,,16066,24912,False,ona,finished_airing,"Adventure,Anthropomorphic,Educational,Kids,Sci-Fi",24,mixed_media,240,g,,128,28,8,50,4,28,38
53038,Samayou Shinzou,https://cdn.myanimelist.net/images/anime/1249/127969.webp,Rootless Heart,さまよう心臓,2011,2011,Two high-school students are playing in the ruins. They hear something from the darkness and one of them goes deep into a dark room where something suspicious is hiding and both of them were taken their hearts out. Later a boy and his sister drop by the ruins...,6.21,9056,22109,False,movie,finished_airing,Horror,1,original,592,pg_13,,226,105,18,150,1,14,43
53040,Kanojo mo Kanojo Season 2,https://cdn.myanimelist.net/images/anime/1063/137100.webp,"Girlfriend, Girlfriend Season 2",カノジョも彼女 Season 2,2023-10-07,2023-12-23,"Naoya Mukai's crazy lifestyle of balancing his time between both of his girlfriends, Saki Saki and Nagisa Minase, is still as hectic as ever. Additionally, the blonde bombshell Rika Hoshizaki also has her sights on Naoya, complicating his already convoluted love life.  As if things could not get more ridiculous, another girl inserts herself into the situation: Shino Kiryuu, who is determined to end Naoya's two-timing and ensure Saki's happiness. However, Shino harbors secret feelings for Naoya—a longing she believes she must forsake—yet simply cannot due to the deep attraction he inspires.  [Written by MAL Rewrite]",7,4528,2043,False,tv,finished_airing,"Comedy,Harem,Romance,School,Shounen",12,manga,1467,pg_13,SynergySP,120761,53488,10701,67525,3056,4893,34525
53042,Bo & To's Family,https://cdn.myanimelist.net/images/anime/1247/127991.jpg,Bo & To's Family,보토스 패밀리,2018-09-20,2018-11-15,"Bori, Toto, and Mochi are eccentric cats who live with their owner above a coffee shop; the three enjoy entertaining customers and hanging out with the other neighborhood animals.",,20335,23069,False,tv,finished_airing,"Kids,Slice of Life",27,original,210,g,Comma Studio,182,32,10,54,9,56,53
53043,Bo & To's Family Part 2,https://cdn.myanimelist.net/images/anime/1432/127992.jpg,Bo & To's Family Part 2,보토스 패밀리,2019-04-18,2019-06-20,Second part of the first season of Bo & To's Family.,,20337,23346,False,tv,finished_airing,"Kids,Slice of Life",27,original,210,g,Comma Studio,171,28,10,52,6,56,47
53044,Bo & To's Family 2nd Season,https://cdn.myanimelist.net/images/anime/1361/127993.webp,Bo & To's Family 2nd Season,보토스 패밀리 2,2022-07-30,2022-10-01,Second season of Bo & To's Family.,,20336,21399,False,tv,finished_airing,"Kids,Slice of Life",10,original,770,g,Comma Studio,264,31,44,48,9,91,72
53045,Yu Sheng,https://cdn.myanimelist.net/images/anime/1018/128017.jpg,Selfish,鱼生,2019-04-29,2019-04-29,"In an izakaya, a chef notices a group of special guests. He decides to serve them a variety of signature dishes...  Selfish talks a story about human beings are consuming delicious seafood, but sea animals are suffering from the trash we make — not only do we eat them but also make their living environment poisonous and miserable.  (Source: YouTube)",5.93,10628,21143,False,movie,finished_airing,"Anthropomorphic,Drama,Gourmet",1,original,147,pg_13,,279,104,20,166,6,32,54
53046,Liwu,https://cdn.myanimelist.net/images/anime/1673/128019.jpg,The Present,禮物,2012,2012,"A married man on a business trip stays at a hotel late at night. The boss's daughter, Kungcher, falls in love with him at first sight and sneaks into the room to confess his love. The next day, the man leaves, and despite her father's opposition, Kungcher goes out in pursuit of him. She arrives at the pier in a drizzle, only to see the man boarding the boat immediately and not looking back. When the boat was about to leave, Kungcher panicked and jumped into the river, unfortunately drowning, the river instantly changed color and set off huge waves!  (Source: Movie Douban, translated)",,18279,23768,False,movie,finished_airing,"Drama,Suspense",1,original,900,r,,157,56,16,77,3,27,34
53047,Rou e Tian,https://cdn.myanimelist.net/images/anime/1587/128020.jpg,Meat Days,肉蛾天,2006,2006,"In a chaotic time of men eating men, A-e gets some human meat by selling her body…  (Source: Vimeo)",5.71,,17753,True,movie,finished_airing,"Drama,Erotica,Gore,Horror",1,original,739,r+,,514,179,42,254,8,63,147
53048,Liu,https://cdn.myanimelist.net/images/anime/1809/128023.jpg,The Tumor,瘤,2004,2004,"Everyone has his/her own invisible secrets. However, how do people face them when they are no longer abstract and invisible but become concrete and obvious tumor on people's face?  (Source: YouTube)",,18274,24878,False,movie,finished_airing,Drama,1,original,493,pg_13,,129,50,5,74,0,17,33
53050,"Kanojo, Okarishimasu 3rd Season",https://cdn.myanimelist.net/images/anime/1696/136634.jpg,Rent-a-Girlfriend Season 3,彼女、お借りします,2023-07-08,2023-09-30,"With her late grandfather's inspiring words in mind, Chizuru Mizuhara teams up with her friend Kazuya Kinoshita to launch a crowdfunding campaign for an amateur film. The two hope that with the success of the project, Chizuru can honor her grandparents' wishes before she loses her grandmother as well. After their wild encounters with three girls—Kazuya's clingy ""trial"" girlfriend, Ruka Sarashina; their nosy new next-door neighbor, Mini Yaemori; and Chizuru's shy work friend, Sumi Sakurasawa—they all collaborate together to reach the campaign goal and begin production of the film. As their ambitious endeavor progresses, Chizuru and Kazuya grow closer and begin to struggle with their mutual feelings.  [Written by MAL Rewrite]",6.98,4637,1273,False,tv,finished_airing,"Adult Cast,Comedy,Harem,Romance,Shounen",12,manga,1430,pg_13,TMS Entertainment,212380,98649,17868,125280,4309,8102,56769
53055,Jian Yu Yuanzheng: Insomnia De Naxie Shier,https://cdn.myanimelist.net/images/anime/1535/128040.jpg,Just Esperia Things,剑与远征-伊索米亚的那些事儿,2022-04-08,2022-06-24,"The story of the heroes' strange and interesting happenings on the continent of Isomia. The heroes here are wacky and out of place! The adventures here are quirky and new, not marginal, and life here is not boring! Follow the brave and courageous heroes as they embark on a journey through the land of Isomia.",,17382,19170,False,ona,finished_airing,"Comedy,Fantasy,Video Game",12,game,420,pg_13,Colored Pencil Animation,402,66,62,97,16,49,178
53059,"Otsukare Oyasumi, Yumeko.",https://cdn.myanimelist.net/images/anime/1344/128033.jpg,,おつかれおやすみ、ゆめ子。,2012-09-09,2012-09-09,A short film by Haruka Suzuki.,,19354,21822,False,ona,finished_airing,"Avant Garde,Music",1,original,206,g,,241,94,11,148,2,18,62
53060,Asa,https://cdn.myanimelist.net/images/anime/1760/128034.jpg,,あさ,2013,2013,"Words bring to life the radiance of mornings by pairing with simple shapes, free-flowing patterns, and playful sounds. Such a colorful accompaniment of gentle movements and lighthearted poetry will undoubtedly make anyone's morning a little brighter.  [Written by MAL Rewrite]",5.58,12309,22057,False,ona,finished_airing,Avant Garde,1,other,83,g,,229,106,6,162,1,21,39
53061,Grief Work.,https://cdn.myanimelist.net/images/anime/1800/128035.jpg,,Grief Work.,2014,2014,A short film by Haruka Suzuki.,5.99,10300,21681,False,ona,finished_airing,"Avant Garde,Music",1,original,140,g,,250,119,5,183,0,12,50
53062,Unpi,https://cdn.myanimelist.net/images/anime/1585/128036.jpg,,unpi,2012,2012,A short film by Haruka Suzuki.,,15964,22414,False,ona,finished_airing,Avant Garde,1,original,83,g,,211,94,5,148,1,15,42
53065,Sono Bisque Doll wa Koi wo Suru Season 2,https://cdn.myanimelist.net/images/anime/1024/150787.jpg,My Dress-Up Darling Season 2,その着せ替え人形は恋をする Season 2,2025-07-06,2025-09-21,"After Marin Kitagawa introduced Wakana Gojou to the world of cosplay, he has been creating her outfits with ease. Even so, he still has a lot to learn, and every new lesson seems to strengthen his love for sewing and for the hina dolls his grandfather taught him to make.  Meanwhile, Kitagawa finds it harder and harder to hide her feelings for Gojou. Friends and strangers alike constantly mistake them for a couple, much to Gojou's embarrassment. After all, in his eyes, their worlds are far too different for anyone to think they could be romantically linked. However, as Gojou spends more time with Kitagawa and realizes that his passions are not ridiculed by other people, a relationship between the two no longer seems so far-fetched.  [Written by MAL Rewrite]",8.22,386,663,False,tv,finished_airing,"Otaku Culture,Romance,School,Seinen",12,manga,1420,pg_13,CloverWorks,397724,146077,72446,165065,3720,2998,153434
53066,Wo He Xitieshi He Yige Siqu de Pengyou,https://cdn.myanimelist.net/images/anime/1348/128048.jpg,Me and my Magnet and my Dead Friend,我和吸铁石和一个死去的朋友,2019-06-10,2019-06-10,"When I recalled my childhood, a magnet that accompanied me to grow up and a dead friend was the symbol of my past years. I tied the magnet to the trousers and pulled it out all day. The magnet could suck the iron on the road. Blocks or coins make me very happy. Until I met the friend who wanted to fly to the universe, he was as fat as I was, and then he accidentally fell into the water and died. My childhood was over.  (Source: YouTube)",,16127,23132,False,movie,finished_airing,Drama,1,original,780,pg_13,,180,56,10,81,4,22,62
53067,Kanong de Mousha,https://cdn.myanimelist.net/images/anime/1058/128049.jpg,Canonic Murder,卡农的谋杀,2018-06-12,2018-06-12,"When I killed every single one of my selves for the past six days, I thought I was free.  (Source: Movie Douban, translated)",,17729,21777,False,movie,finished_airing,Drama,1,original,352,pg_13,,244,50,13,84,7,25,115
53069,Afternoon Class,https://cdn.myanimelist.net/images/anime/1645/128051.webp,Afternoon Class,애프터눈 클래스,2015-10-31,2015-10-31,A student is trying to stay awake in an afternoon class.  (Source: IMDB),6.69,6123,18522,False,movie,finished_airing,"Comedy,School",1,original,230,pg_13,,452,221,10,320,3,30,89
53070,Eroriman 2,https://cdn.myanimelist.net/images/anime/1379/128052.webp,,エロリーマン2,2022-10-28,2022-12-23,"A single man uses a dating site for his kids, especially with high school students, but what he didn't expect is for one of the girls to be his niece.",6.3,,10422,True,ova,finished_airing,Hentai,2,visual_novel,1440,rx,PoRO,3517,1140,581,1586,193,170,987
53071,Hidden Region,https://cdn.myanimelist.net/images/anime/1167/128068.jpg,Hidden Region,Hidden Region,2022-09-17,2022-09-17,"Official music video for the song Hidden Region by TRIGGER, released in celebration of the group's 7th Anniversary.",6.46,,16298,False,music,finished_airing,"Detective,Idols (Male),Music,Mystery",1,game,103,pg_13,Flat Studio,693,373,30,549,7,34,73
53074,Shark'd,https://cdn.myanimelist.net/images/anime/1038/139632.webp,,Shark'd,2022-09-18,2022-09-18,"Finding her life in the Lost City of Atlantis too boring, friendly but impulsive shark girl Gura Gawr swims to shore in search of fun. However, she soon finds out that she cannot enjoy life on the surface peacefully without clothes. Luckily, the nearby Blue Axolotl Beachwear shop presents Gura with a shark-themed outfit that speaks to her inner child.  Thanks to a flier posted for a Hololive Production audition, Gura has since become the internet's most beloved VTuber. But that has never stopped her origin story from being any less lovable than her YouTube antics.  [Written by MAL Rewrite]",7.37,2566,8292,False,ona,finished_airing,"Comedy,Fantasy,Idols (Female)",1,mixed_media,219,pg_13,Tonari Animation,6669,3780,204,5449,40,67,905
53075,Riyuu tto Kitte Kyuu tsu!!!,https://cdn.myanimelist.net/images/anime/1221/128071.webp,It Comes Ryuuu And It Goes Kyuuu,りゅーーっときてきゅーーっ!!!,2022-08-29,2022-08-29,Music video for the song Ryuuutto Kite Kyuuu!!! by UMISEA.,6.22,,12648,False,music,finished_airing,"Fantasy,Idols (Female),Music",1,original,107,pg_13,,1845,864,75,1274,18,30,448
53076,Hololive Summer 2022,https://cdn.myanimelist.net/images/anime/1931/128072.jpg,,ホロライブ・サマー2022,2022-08-06,2022-08-29,"The three artifacts required to bring back hololive Summer have been stolen, and even hololive's leader YAGOO has gone missing.  Upon realizing this, staff member Friend A (A-chan) gathers the hololive members, and sets off on a mission to find the three artifacts, rescue YAGOO, and ensure hololive Summer can happen this year.  The long-awaited return of hololive Summer... But will that dream be quashed once more this year? Will the joy of the season be stolen again?  This summer... the girls' quest begins.  (Source: hololivepro.com)",6.37,8136,12210,False,ona,finished_airing,"Adventure,Comedy,Idols (Female)",4,other,224,pg_13,,2109,813,167,1156,45,74,663
53077,Nijiyon Animation,https://cdn.myanimelist.net/images/anime/1977/135538.jpg,Nijiyon Animation,にじよんあにめーしょん,2023-01-06,2023-03-24,Short anime based on the 4-koma series illustrating the daily lives of the Nijigasaki High School Idol Club’s members.,6.8,5534,6149,False,tv,finished_airing,"CGDCT,Comedy,Idols (Female)",12,4_koma_manga,210,pg_13,Sunrise,13891,5456,1187,6788,363,811,4738
53079,Youjo Shachou R,https://cdn.myanimelist.net/images/anime/1052/136246.jpg,Cute Executive Officer R,幼女社長 R,2023-07-01,2023-09-23,Sequel of Youjo Shachou.,,16938,14490,False,ona,finished_airing,"Comedy,Workplace",13,manga,180,pg_13,Project No.9,1103,103,68,151,46,78,760
53080,Yoru ni Natta Yuki no Hanashi,https://cdn.myanimelist.net/images/anime/1277/128089.jpg,A Snowflake into the Night,夜になった雪のはなし,2018-11-02,2018-11-02,"One day, the snow metamorphosed into an earthworm, when it sensed danger for melting. The earthworm, who longed for aboveground, metamorphosed into a tree. It continues metamorphosing and... Someday, it will remember her old self.  (Source: Vimeo)",,16921,22724,False,movie,finished_airing,Avant Garde,1,original,360,pg_13,,196,74,6,115,2,21,52
53081,Shala Bon Bon,https://cdn.myanimelist.net/images/anime/1855/128106.jpg,,シャラボンボン,2019-06-02,2019-06-02,"People, animals, flowers, streets, now and the past, all are equally flowing and Bonnnou (Kleshas) will never disappear.  (Source: YouTube)",,,23209,False,music,finished_airing,"Avant Garde,Music",1,original,140,pg_13,,177,84,8,120,2,13,34
53082,Kiiroi Kikyu to Banno Sensei,https://cdn.myanimelist.net/images/anime/1091/128107.jpg,See ya Mr. Banno!,黄色い気球とばんの先生,2014-10-16,2014-10-16,One day out of blue Prof. Banno of next class came to school with his hair shaven. Students made fun of his baldhead. Prof. Banno flew in a hot-air balloon the other day. Nobody knows anything about him afterwards.  (Source: YouTube),,17836,22404,False,movie,finished_airing,Avant Garde,1,original,263,pg_13,,211,86,10,131,2,17,51
53083,We Are…,https://cdn.myanimelist.net/images/anime/1753/128091.jpg,,We are…,2011,2011,,,16092,23471,False,movie,finished_airing,Avant Garde,1,original,195,pg_13,,167,79,15,109,1,14,28
53084,Momoiro Sisters: Idol Densetsu Momoko!?,https://cdn.myanimelist.net/images/anime/1635/128097.webp,,アイドル伝説桃子!?,1999-07-22,1999-07-22,,5.92,10682,19928,False,special,finished_airing,"Comedy,Idols (Female),Seinen",1,4_koma_manga,390,pg_13,Studio Deen,351,128,17,181,15,24,114
53085,Akuyaku Reijou nanode Last Boss wo Kattemimashita Mini,https://cdn.myanimelist.net/images/anime/1320/128108.webp,,悪役令嬢なのでラスボスを飼ってみました ミニ,2022-09-17,2022-12-19,Akuyaku Reijou nanode Last Boss wo Kattemimashita chibi anime released on the official Twitter account.,5.78,11433,12372,False,ona,finished_airing,"Comedy,Fantasy,Isekai,Reincarnation,Shoujo",27,light_novel,60,pg_13,AQUA ARIS,2021,546,155,863,115,173,715
53087,Nekoben,https://cdn.myanimelist.net/images/anime/1554/128100.jpg,,ネコべん,2007,2007,,,19057,26291,False,tv,finished_airing,Comedy,6,original,60,g,DLE,105,24,5,41,0,20,39
